dataset_name,subset,model_name,folder_name,status,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_loss,epoch,runtime
climatebert/tcfd_recommendations,,cardiffnlp/twitter-roberta-base-sentiment-latest,climatebert_tcfd_recommendations_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.74,0.7240085993,0.7646556699,0.74,0.6689645648,12.0,2.751
climatebert/tcfd_recommendations,,deepset/roberta-base-squad2,climatebert_tcfd_recommendations_deepset-roberta-base-squad2,Completed,0.7375,0.7235638416,0.7587680012,0.7375,0.7032079101,12.0,2.7359
climatebert/tcfd_recommendations,,distilbert-base-uncased,climatebert_tcfd_recommendations_distilbert-base-uncased,Completed,0.7675,0.7628406714,0.7632097926,0.7675,0.6401286125,13.0,1.4642
climatebert/tcfd_recommendations,,distilbert-base-uncased-distilled-squad,climatebert_tcfd_recommendations_distilbert-base-uncased-distilled-squad,Completed,0.74,0.7343860188,0.7449506747,0.74,0.7188914418,13.0,1.4868
climatebert/tcfd_recommendations,,distilbert-base-uncased-finetuned-sst-2-english,climatebert_tcfd_recommendations_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.74,0.7331988669,0.7424442441,0.74,0.7399680614,13.0,1.4605
climatebert/tcfd_recommendations,,distilroberta-base,climatebert_tcfd_recommendations_distilroberta-base,Completed,0.7425,0.7484272579,0.7782394866,0.7425,0.6850222945,13.0,1.4314
climatebert/tcfd_recommendations,,emilyalsentzer/Bio_ClinicalBERT,climatebert_tcfd_recommendations_emilyalsentzer-Bio_ClinicalBERT,Completed,0.705,0.6926874069,0.7151961788,0.705,0.8280742168,13.0,2.9011
climatebert/tcfd_recommendations,,j-hartmann/emotion-english-distilroberta-base,climatebert_tcfd_recommendations_j-hartmann-emotion-english-distilroberta-base,Completed,0.755,0.7492389769,0.7525482955,0.755,0.782081604,14.0,1.4161
climatebert/tcfd_recommendations,,microsoft/deberta-base,climatebert_tcfd_recommendations_microsoft-deberta-base,Completed,0.775,0.7727287685,0.7743083541,0.775,0.81502074,13.0,5.2594
climatebert/tcfd_recommendations,,nlptown/bert-base-multilingual-uncased-sentiment,climatebert_tcfd_recommendations_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.6975,0.6990739746,0.7366866295,0.6975,0.9584431648,13.0,2.8953
climatebert/tcfd_recommendations,,roberta-base,climatebert_tcfd_recommendations_roberta-base,Completed,0.79,0.7917946878,0.7981660745,0.79,0.6331797242,13.0,2.7317
climatebert/tcfd_recommendations,,xlm-roberta-base,climatebert_tcfd_recommendations_xlm-roberta-base,Completed,0.7775,0.7762772191,0.7814901097,0.7775,0.6935738921,14.0,2.7079
climatebert/tcfd_recommendations,,zhayunduo/roberta-base-stocktwits-finetuned,climatebert_tcfd_recommendations_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.7275,0.7115530043,0.7003629341,0.7275,0.7383053303,13.0,2.746
climatebert/climate_specificity,,GroNLP/hateBERT,climatebert_climate_specificity_GroNLP-hateBERT,Completed,0.803125,0.7886614088,0.8264742944,0.803125,0.5562260151,12.0,2.3111
climatebert/climate_specificity,,ProsusAI/finbert,climatebert_climate_specificity_ProsusAI-finbert,Completed,0.790625,0.7787508736,0.8012630208,0.790625,0.5603495836,12.0,2.299
climatebert/climate_specificity,,albert-base-v2,climatebert_climate_specificity_albert-base-v2,Completed,0.8125,0.8029366695,0.8238110671,0.8125,0.4990281165,12.0,2.7093
climatebert/climate_specificity,,bert-base-multilingual-uncased,climatebert_climate_specificity_bert-base-multilingual-uncased,Completed,0.796875,0.790265045,0.7983680686,0.796875,0.4553278983,12.0,2.3137
climatebert/climate_specificity,,bert-base-uncased,climatebert_climate_specificity_bert-base-uncased,Completed,0.815625,0.8020797321,0.8421160954,0.815625,0.5549815893,12.0,2.293
climatebert/climate_specificity,,bert-large-uncased,climatebert_climate_specificity_bert-large-uncased,Completed,0.790625,0.7876665053,0.7884057259,0.790625,0.4305409789,12.0,7.2255
climatebert/climate_specificity,,bert-large-uncased-whole-word-masking-finetuned-squad,climatebert_climate_specificity_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.815625,0.8036770445,0.8359327815,0.815625,0.5735308528,12.0,7.2603
climatebert/climate_specificity,,cardiffnlp/twitter-roberta-base-sentiment-latest,climatebert_climate_specificity_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.7875,0.7815205628,0.7870342333,0.7875,0.6608132124,13.0,2.1815
climatebert/climate_specificity,,deepset/roberta-base-squad2,climatebert_climate_specificity_deepset-roberta-base-squad2,Completed,0.7875,0.7723604983,0.8055591759,0.7875,0.4864505827,12.0,2.1689
climatebert/climate_specificity,,distilbert-base-uncased,climatebert_climate_specificity_distilbert-base-uncased,Completed,0.8,0.7874545455,0.8157340602,0.8,0.4913450778,12.0,1.1928
climatebert/climate_specificity,,distilbert-base-uncased-distilled-squad,climatebert_climate_specificity_distilbert-base-uncased-distilled-squad,Completed,0.80625,0.7977533223,0.8130984535,0.80625,0.5669212341,13.0,1.1622
climatebert/climate_specificity,,distilbert-base-uncased-finetuned-sst-2-english,climatebert_climate_specificity_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.771875,0.7622604785,0.7737179173,0.771875,0.6107589602,12.0,1.1715
climatebert/climate_specificity,,distilroberta-base,climatebert_climate_specificity_distilroberta-base,Completed,0.8125,0.8007386364,0.8307846988,0.8125,0.5349810719,12.0,1.1596
climatebert/climate_specificity,,emilyalsentzer/Bio_ClinicalBERT,climatebert_climate_specificity_emilyalsentzer-Bio_ClinicalBERT,Completed,0.796875,0.7853553252,0.8086328125,0.796875,0.5371470451,12.0,2.2882
climatebert/climate_specificity,,j-hartmann/emotion-english-distilroberta-base,climatebert_climate_specificity_j-hartmann-emotion-english-distilroberta-base,Completed,0.790625,0.7770569828,0.8056103052,0.790625,0.5633075833,12.0,1.1411
climatebert/climate_specificity,,microsoft/deberta-base,climatebert_climate_specificity_microsoft-deberta-base,Completed,0.759375,0.7602252302,0.7614501953,0.759375,0.5755078793,11.0,4.242
climatebert/climate_specificity,,nlptown/bert-base-multilingual-uncased-sentiment,climatebert_climate_specificity_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.803125,0.7911771581,0.8182781707,0.803125,0.4943502843,12.0,2.2909
climatebert/climate_specificity,,roberta-base,climatebert_climate_specificity_roberta-base,Completed,0.834375,0.8279449236,0.842196558,0.834375,0.6603837013,13.0,2.1779
climatebert/climate_specificity,,xlm-roberta-base,climatebert_climate_specificity_xlm-roberta-base,Completed,0.778125,0.7539956698,0.8203380001,0.778125,0.6389293075,13.0,2.1825
climatebert/climate_specificity,,zhayunduo/roberta-base-stocktwits-finetuned,climatebert_climate_specificity_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.76875,0.7501674107,0.7873213667,0.76875,0.6390533447,12.0,2.18
climatebert/climate_commitments_actions,,GroNLP/hateBERT,climatebert_climate_commitments_actions_GroNLP-hateBERT,Completed,0.8,0.8034108527,0.8099759615,0.8,0.4498324394,11.0,2.2798
climatebert/climate_commitments_actions,,ProsusAI/finbert,climatebert_climate_commitments_actions_ProsusAI-finbert,Completed,0.8,0.8041858628,0.8135395538,0.8,0.5312874913,12.0,2.3154
climatebert/climate_commitments_actions,,albert-base-v2,climatebert_climate_commitments_actions_albert-base-v2,Completed,0.784375,0.7878291555,0.7939380469,0.784375,0.5408198237,11.0,2.7047
climatebert/climate_commitments_actions,,bert-base-multilingual-uncased,climatebert_climate_commitments_actions_bert-base-multilingual-uncased,Completed,0.8125,0.8183763413,0.8405161943,0.8125,0.5148568153,13.0,2.2845
climatebert/climate_commitments_actions,,bert-base-uncased,climatebert_climate_commitments_actions_bert-base-uncased,Completed,0.809375,0.8106603939,0.8123649389,0.809375,0.502925992,12.0,2.3143
climatebert/climate_commitments_actions,,bert-large-uncased,climatebert_climate_commitments_actions_bert-large-uncased,Completed,0.790625,0.7970636313,0.8182928995,0.790625,0.5255534053,11.0,7.4329
climatebert/climate_commitments_actions,,bert-large-uncased-whole-word-masking-finetuned-squad,climatebert_climate_commitments_actions_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.796875,0.7996919314,0.8044602483,0.796875,0.7140930891,11.0,7.1718
climatebert/climate_commitments_actions,,cardiffnlp/twitter-roberta-base-sentiment-latest,climatebert_climate_commitments_actions_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.790625,0.7939790351,0.8000164339,0.790625,0.8409292102,14.0,2.1992
climatebert/climate_commitments_actions,,deepset/roberta-base-squad2,climatebert_climate_commitments_actions_deepset-roberta-base-squad2,Completed,0.7625,0.770448783,0.7974181512,0.7625,0.6178471446,11.0,2.1883
climatebert/climate_commitments_actions,,distilbert-base-uncased,climatebert_climate_commitments_actions_distilbert-base-uncased,Completed,0.76875,0.7777563001,0.8331256846,0.76875,0.5502745509,11.0,1.1626
climatebert/climate_commitments_actions,,distilbert-base-uncased-distilled-squad,climatebert_climate_commitments_actions_distilbert-base-uncased-distilled-squad,Completed,0.80625,0.8073068182,0.8086312736,0.80625,0.5062941313,12.0,1.1833
climatebert/climate_commitments_actions,,distilbert-base-uncased-finetuned-sst-2-english,climatebert_climate_commitments_actions_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.76875,0.7764896045,0.8034334377,0.76875,0.5433152318,11.0,1.1681
climatebert/climate_commitments_actions,,distilroberta-base,climatebert_climate_commitments_actions_distilroberta-base,Completed,0.821875,0.8260724091,0.8375054873,0.821875,0.5574436188,13.0,1.141
climatebert/climate_commitments_actions,,emilyalsentzer/Bio_ClinicalBERT,climatebert_climate_commitments_actions_emilyalsentzer-Bio_ClinicalBERT,Completed,0.778125,0.7698225806,0.7692410213,0.778125,0.5441244841,11.0,2.3177
climatebert/climate_commitments_actions,,j-hartmann/emotion-english-distilroberta-base,climatebert_climate_commitments_actions_j-hartmann-emotion-english-distilroberta-base,Completed,0.8375,0.8388003526,0.8407318376,0.8375,0.4531182349,12.0,1.1363
climatebert/climate_commitments_actions,,microsoft/deberta-base,climatebert_climate_commitments_actions_microsoft-deberta-base,Completed,0.796875,0.8009374553,0.8095957052,0.796875,0.4735255837,12.0,4.2045
climatebert/climate_commitments_actions,,nlptown/bert-base-multilingual-uncased-sentiment,climatebert_climate_commitments_actions_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.778125,0.7840553084,0.799491612,0.778125,0.573202014,11.0,2.3114
climatebert/climate_commitments_actions,,roberta-base,climatebert_climate_commitments_actions_roberta-base,Completed,0.775,0.767065047,0.766046832,0.775,0.6773276925,11.0,2.1845
climatebert/climate_commitments_actions,,xlm-roberta-base,climatebert_climate_commitments_actions_xlm-roberta-base,Completed,0.825,0.8215961098,0.8208556947,0.825,0.5436245799,12.0,2.1663
climatebert/climate_commitments_actions,,zhayunduo/roberta-base-stocktwits-finetuned,climatebert_climate_commitments_actions_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.815625,0.8218835349,0.8498611111,0.815625,0.4931696355,11.0,2.2014
zeroshot/twitter-financial-news-sentiment,,GroNLP/hateBERT,zeroshot_twitter-financial-news-sentiment_GroNLP-hateBERT,Completed,0.8350083752,0.8380311555,0.8449002975,0.8350083752,0.4413768947,12.0,17.1619
zeroshot/twitter-financial-news-sentiment,,ProsusAI/finbert,zeroshot_twitter-financial-news-sentiment_ProsusAI-finbert,Completed,0.8467336683,0.8425657836,0.8435717477,0.8467336683,0.4178055823,11.0,17.0836
zeroshot/twitter-financial-news-sentiment,,albert-base-v2,zeroshot_twitter-financial-news-sentiment_albert-base-v2,Completed,0.8588777219,0.8602696006,0.8676538284,0.8588777219,0.416116327,12.0,20.1506
zeroshot/twitter-financial-news-sentiment,,bert-base-multilingual-uncased,zeroshot_twitter-financial-news-sentiment_bert-base-multilingual-uncased,Completed,0.8216080402,0.8260303092,0.8361295718,0.8216080402,0.4846156538,12.0,17.1347
zeroshot/twitter-financial-news-sentiment,,bert-base-uncased,zeroshot_twitter-financial-news-sentiment_bert-base-uncased,Completed,0.8605527638,0.8618620371,0.87208414,0.8605527638,0.4115954936,12.0,17.0546
zeroshot/twitter-financial-news-sentiment,,bert-large-uncased,zeroshot_twitter-financial-news-sentiment_bert-large-uncased,Completed,0.8567839196,0.8558017351,0.8553952441,0.8567839196,0.3848889172,11.0,53.7755
zeroshot/twitter-financial-news-sentiment,,bert-large-uncased-whole-word-masking-finetuned-squad,zeroshot_twitter-financial-news-sentiment_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.8538525963,0.8544728608,0.8595308093,0.8538525963,0.3915569782,11.0,54.0606
zeroshot/twitter-financial-news-sentiment,,cardiffnlp/twitter-roberta-base-sentiment-latest,zeroshot_twitter-financial-news-sentiment_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.877721943,0.8782597791,0.8794281208,0.877721943,0.3331443369,11.0,16.2073
zeroshot/twitter-financial-news-sentiment,,deepset/roberta-base-squad2,zeroshot_twitter-financial-news-sentiment_deepset-roberta-base-squad2,Completed,0.8731155779,0.8726175824,0.8763918505,0.8731155779,0.3706502914,11.0,16.1241
zeroshot/twitter-financial-news-sentiment,,distilbert-base-uncased,zeroshot_twitter-financial-news-sentiment_distilbert-base-uncased,Completed,0.8354271357,0.840190344,0.8551944479,0.8354271357,0.4352995753,12.0,8.8606
zeroshot/twitter-financial-news-sentiment,,distilbert-base-uncased-distilled-squad,zeroshot_twitter-financial-news-sentiment_distilbert-base-uncased-distilled-squad,Completed,0.8324958124,0.8380372793,0.8541996443,0.8324958124,0.4450482726,12.0,8.6709
zeroshot/twitter-financial-news-sentiment,,distilbert-base-uncased-finetuned-sst-2-english,zeroshot_twitter-financial-news-sentiment_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.8492462312,0.8459284834,0.8459371133,0.8492462312,0.4074209332,11.0,8.7455
zeroshot/twitter-financial-news-sentiment,,distilroberta-base,zeroshot_twitter-financial-news-sentiment_distilroberta-base,Completed,0.8442211055,0.8454879082,0.8615517896,0.8442211055,0.4212158918,11.0,8.5996
zeroshot/twitter-financial-news-sentiment,,emilyalsentzer/Bio_ClinicalBERT,zeroshot_twitter-financial-news-sentiment_emilyalsentzer-Bio_ClinicalBERT,Completed,0.8228643216,0.8151902704,0.8218334754,0.8228643216,0.4841479361,11.0,17.1222
zeroshot/twitter-financial-news-sentiment,,j-hartmann/emotion-english-distilroberta-base,zeroshot_twitter-financial-news-sentiment_j-hartmann-emotion-english-distilroberta-base,Completed,0.8592964824,0.85897033,0.8592404516,0.8592964824,0.3559132516,11.0,8.4894
zeroshot/twitter-financial-news-sentiment,,microsoft/deberta-base,zeroshot_twitter-financial-news-sentiment_microsoft-deberta-base,Completed,0.8718592965,0.8706103558,0.8707555864,0.8718592965,0.353617847,11.0,31.7692
zeroshot/twitter-financial-news-sentiment,,nlptown/bert-base-multilingual-uncased-sentiment,zeroshot_twitter-financial-news-sentiment_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.8345896147,0.8303867012,0.8297542937,0.8345896147,0.4472589791,11.0,17.048
zeroshot/twitter-financial-news-sentiment,,roberta-base,zeroshot_twitter-financial-news-sentiment_roberta-base,Completed,0.8806532663,0.8798597866,0.8816843446,0.8806532663,0.3536660969,11.0,16.1533
zeroshot/twitter-financial-news-sentiment,,xlm-roberta-base,zeroshot_twitter-financial-news-sentiment_xlm-roberta-base,Completed,0.8433835846,0.8462745805,0.8528388486,0.8433835846,0.4412077665,12.0,16.2082
zeroshot/twitter-financial-news-sentiment,,zhayunduo/roberta-base-stocktwits-finetuned,zeroshot_twitter-financial-news-sentiment_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.8710217755,0.869440327,0.8695814874,0.8710217755,0.354359746,11.0,16.2377
CogComp/trec,,GroNLP/hateBERT,CogComp_trec_GroNLP-hateBERT,Completed,0.958,0.9578142406,0.9594207853,0.958,0.2126696706,13.0,3.6016
CogComp/trec,,ProsusAI/finbert,CogComp_trec_ProsusAI-finbert,Completed,0.946,0.9372182332,0.9295587353,0.946,0.1885088235,11.0,3.5974
CogComp/trec,,albert-base-v2,CogComp_trec_albert-base-v2,Completed,0.928,0.918379739,0.9131817623,0.928,0.2744078934,11.0,4.1962
CogComp/trec,,bert-base-multilingual-uncased,CogComp_trec_bert-base-multilingual-uncased,Completed,0.954,0.95283943,0.9547862773,0.954,0.1949621886,11.0,3.6098
CogComp/trec,,bert-base-uncased,CogComp_trec_bert-base-uncased,Completed,0.974,0.9737302662,0.9749846095,0.974,0.1203017086,12.0,3.591
CogComp/trec,,bert-large-uncased,CogComp_trec_bert-large-uncased,Completed,0.954,0.949628333,0.956187934,0.954,0.1966011971,11.0,11.2014
CogComp/trec,,bert-large-uncased-whole-word-masking-finetuned-squad,CogComp_trec_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.974,0.97385379,0.9742463515,0.974,0.1358985007,12.0,11.274
CogComp/trec,,cardiffnlp/twitter-roberta-base-sentiment-latest,CogComp_trec_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.974,0.9737656965,0.9743290403,0.974,0.1597894579,13.0,3.3978
CogComp/trec,,deepset/roberta-base-squad2,CogComp_trec_deepset-roberta-base-squad2,Completed,0.97,0.9697311379,0.9708902761,0.97,0.1884523928,13.0,3.3753
CogComp/trec,,distilbert-base-uncased,CogComp_trec_distilbert-base-uncased,Completed,0.964,0.9635224186,0.9646219138,0.964,0.1562242806,12.0,1.8562
CogComp/trec,,distilbert-base-uncased-distilled-squad,CogComp_trec_distilbert-base-uncased-distilled-squad,Completed,0.964,0.9634661781,0.9642695166,0.964,0.1940209419,13.0,1.8204
CogComp/trec,,distilbert-base-uncased-finetuned-sst-2-english,CogComp_trec_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.966,0.9653581769,0.9664904573,0.966,0.1441113949,12.0,1.8217
CogComp/trec,,distilroberta-base,CogComp_trec_distilroberta-base,Completed,0.96,0.959795892,0.9619547487,0.96,0.2408165634,14.0,1.7922
CogComp/trec,,emilyalsentzer/Bio_ClinicalBERT,CogComp_trec_emilyalsentzer-Bio_ClinicalBERT,Completed,0.944,0.9434605485,0.9447090073,0.944,0.2069100291,12.0,3.5961
CogComp/trec,,j-hartmann/emotion-english-distilroberta-base,CogComp_trec_j-hartmann-emotion-english-distilroberta-base,Completed,0.95,0.9494347491,0.9534005435,0.95,0.2967725694,13.0,1.778
CogComp/trec,,microsoft/deberta-base,CogComp_trec_microsoft-deberta-base,Completed,0.972,0.971424283,0.972586088,0.972,0.176920101,14.0,6.6439
CogComp/trec,,nlptown/bert-base-multilingual-uncased-sentiment,CogComp_trec_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.964,0.963798002,0.9645912592,0.964,0.1996210963,14.0,3.5821
CogComp/trec,,roberta-base,CogComp_trec_roberta-base,Completed,0.97,0.9694100683,0.9701883905,0.97,0.1751243919,14.0,3.3676
CogComp/trec,,xlm-roberta-base,CogComp_trec_xlm-roberta-base,Completed,0.956,0.954893694,0.9570632149,0.956,0.2174126953,12.0,3.3855
CogComp/trec,,zhayunduo/roberta-base-stocktwits-finetuned,CogComp_trec_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.966,0.9658300313,0.96609334,0.966,0.2297422737,15.0,3.3991
stanfordnlp/sst2,,GroNLP/hateBERT,stanfordnlp_sst2_GroNLP-hateBERT,Completed,0.8922018349,0.8921967312,0.8929523577,0.8922018349,0.2865581214,11.0,6.1965
stanfordnlp/sst2,,ProsusAI/finbert,stanfordnlp_sst2_ProsusAI-finbert,Completed,0.8899082569,0.889870608,0.8914178424,0.8899082569,0.2897071242,11.0,6.1999
stanfordnlp/sst2,,albert-base-v2,stanfordnlp_sst2_albert-base-v2,Completed,0.8830275229,0.8828146404,0.8847060176,0.8830275229,0.316049546,12.0,7.3928
stanfordnlp/sst2,,bert-base-multilingual-uncased,stanfordnlp_sst2_bert-base-multilingual-uncased,Completed,0.7798165138,0.7730992139,0.8119896667,0.7798165138,0.5283167958,11.0,6.2059
stanfordnlp/sst2,,bert-base-uncased,stanfordnlp_sst2_bert-base-uncased,Completed,0.8910550459,0.891057195,0.8915868132,0.8910550459,0.2963863015,11.0,6.2238
stanfordnlp/sst2,,bert-large-uncased,stanfordnlp_sst2_bert-large-uncased,Completed,0.9082568807,0.9082409537,0.9093824369,0.9082568807,0.2548313737,11.0,19.6883
stanfordnlp/sst2,,bert-large-uncased-whole-word-masking-finetuned-squad,stanfordnlp_sst2_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.9174311927,0.9171869475,0.9208470351,0.9174311927,0.2397373468,11.0,20.0633
stanfordnlp/sst2,,cardiffnlp/twitter-roberta-base-sentiment-latest,stanfordnlp_sst2_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.8967889908,0.8963999066,0.9010716271,0.8967889908,0.2846718132,11.0,5.89
stanfordnlp/sst2,,deepset/roberta-base-squad2,stanfordnlp_sst2_deepset-roberta-base-squad2,Completed,0.9139908257,0.9139726018,0.914072297,0.9139908257,0.2320176065,11.0,5.946
stanfordnlp/sst2,,distilbert-base-uncased,stanfordnlp_sst2_distilbert-base-uncased,Completed,0.869266055,0.8690536948,0.8706443399,0.869266055,0.3127476275,11.0,3.1717
stanfordnlp/sst2,,distilbert-base-uncased-distilled-squad,stanfordnlp_sst2_distilbert-base-uncased-distilled-squad,Completed,0.873853211,0.873853211,0.874441813,0.873853211,0.3305418491,11.0,3.1723
stanfordnlp/sst2,,distilbert-base-uncased-finetuned-sst-2-english,stanfordnlp_sst2_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.9048165138,0.9046134595,0.9070229025,0.9048165138,0.4987909794,11.0,3.2235
stanfordnlp/sst2,,distilroberta-base,stanfordnlp_sst2_distilroberta-base,Completed,0.880733945,0.8803811464,0.8837745919,0.880733945,0.3229801953,12.0,3.0509
stanfordnlp/sst2,,emilyalsentzer/Bio_ClinicalBERT,stanfordnlp_sst2_emilyalsentzer-Bio_ClinicalBERT,Completed,0.8291284404,0.8288975946,0.830035978,0.8291284404,0.4217779934,11.0,6.2385
stanfordnlp/sst2,,j-hartmann/emotion-english-distilroberta-base,stanfordnlp_sst2_j-hartmann-emotion-english-distilroberta-base,Completed,0.8933486239,0.8933406252,0.8933537851,0.8933486239,0.2647627294,11.0,3.138
stanfordnlp/sst2,,microsoft/deberta-base,stanfordnlp_sst2_microsoft-deberta-base,Completed,0.9231651376,0.9231706961,0.9232369601,0.9231651376,0.2371648699,11.0,11.4202
stanfordnlp/sst2,,nlptown/bert-base-multilingual-uncased-sentiment,stanfordnlp_sst2_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.8623853211,0.8622925341,0.8627818806,0.8623853211,0.3498454392,11.0,6.1982
stanfordnlp/sst2,,roberta-base,stanfordnlp_sst2_roberta-base,Completed,0.9231651376,0.9231593752,0.9231754782,0.9231651376,0.2433648556,11.0,5.9584
stanfordnlp/sst2,,xlm-roberta-base,stanfordnlp_sst2_xlm-roberta-base,Completed,0.875,0.8743111429,0.8812482851,0.875,0.3716688156,13.0,5.8936
stanfordnlp/sst2,,zhayunduo/roberta-base-stocktwits-finetuned,stanfordnlp_sst2_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.8853211009,0.8846690985,0.8920133006,0.8853211009,0.3295540214,11.0,5.8837
SemEvalWorkshop/emo,,GroNLP/hateBERT,SemEvalWorkshop_emo_GroNLP-hateBERT,Completed,0.827,0.8478914397,0.8966545493,0.827,0.4649754763,11.0,35.81
SemEvalWorkshop/emo,,ProsusAI/finbert,SemEvalWorkshop_emo_ProsusAI-finbert,Completed,0.8514,0.8663070394,0.8971704344,0.8514,0.4011489153,11.0,35.5539
SemEvalWorkshop/emo,,albert-base-v2,SemEvalWorkshop_emo_albert-base-v2,Completed,0.8312,0.8512560991,0.8959636791,0.8312,0.4292854071,12.0,43.2905
SemEvalWorkshop/emo,,bert-base-multilingual-uncased,SemEvalWorkshop_emo_bert-base-multilingual-uncased,Completed,0.8438,0.8602837992,0.8979381056,0.8438,0.4525789022,12.0,35.9631
SemEvalWorkshop/emo,,bert-base-uncased,SemEvalWorkshop_emo_bert-base-uncased,Completed,0.857,0.8703938708,0.8991362654,0.857,0.403357029,11.0,35.6359
SemEvalWorkshop/emo,,bert-large-uncased,SemEvalWorkshop_emo_bert-large-uncased,Completed,0.8566,0.8703060464,0.9013207125,0.8566,0.4123173952,12.0,115.006
SemEvalWorkshop/emo,,bert-large-uncased-whole-word-masking-finetuned-squad,SemEvalWorkshop_emo_bert-large-uncased-whole-word-masking-finetuned-squad,Completed,0.8364,0.8550471075,0.898642879,0.8364,0.4760468304,12.0,115.9463
SemEvalWorkshop/emo,,cardiffnlp/twitter-roberta-base-sentiment-latest,SemEvalWorkshop_emo_cardiffnlp-twitter-roberta-base-sentiment-latest,Completed,0.8416,0.8590958895,0.8997075889,0.8416,0.4637334049,11.0,33.7523
SemEvalWorkshop/emo,,deepset/roberta-base-squad2,SemEvalWorkshop_emo_deepset-roberta-base-squad2,Completed,0.8184,0.840796535,0.893828127,0.8184,0.4966984391,11.0,34.3784
SemEvalWorkshop/emo,,distilbert-base-uncased,SemEvalWorkshop_emo_distilbert-base-uncased,Completed,0.839,0.8567003621,0.8981087868,0.839,0.4632358253,12.0,18.2218
SemEvalWorkshop/emo,,distilbert-base-uncased-distilled-squad,SemEvalWorkshop_emo_distilbert-base-uncased-distilled-squad,Completed,0.8148,0.837343501,0.8872316408,0.8148,0.4906895459,11.0,18.2243
SemEvalWorkshop/emo,,distilbert-base-uncased-finetuned-sst-2-english,SemEvalWorkshop_emo_distilbert-base-uncased-finetuned-sst-2-english,Completed,0.8366,0.8541883063,0.8941742998,0.8366,0.4549002051,12.0,18.5179
SemEvalWorkshop/emo,,distilroberta-base,SemEvalWorkshop_emo_distilroberta-base,Completed,0.8114,0.8352495276,0.8929922309,0.8114,0.4953754842,11.0,17.6033
SemEvalWorkshop/emo,,emilyalsentzer/Bio_ClinicalBERT,SemEvalWorkshop_emo_emilyalsentzer-Bio_ClinicalBERT,Completed,0.8522,0.8660960011,0.8952825692,0.8522,0.4197286963,12.0,35.5717
SemEvalWorkshop/emo,,j-hartmann/emotion-english-distilroberta-base,SemEvalWorkshop_emo_j-hartmann-emotion-english-distilroberta-base,Completed,0.801,0.8273738336,0.8958251923,0.801,0.545745492,12.0,17.9876
SemEvalWorkshop/emo,,microsoft/deberta-base,SemEvalWorkshop_emo_microsoft-deberta-base,Completed,0.8358,0.8530682799,0.8903149664,0.8358,0.5115112066,11.0,65.7311
SemEvalWorkshop/emo,,nlptown/bert-base-multilingual-uncased-sentiment,SemEvalWorkshop_emo_nlptown-bert-base-multilingual-uncased-sentiment,Completed,0.8224,0.8437508031,0.8939860766,0.8224,0.5538672209,13.0,35.5707
SemEvalWorkshop/emo,,roberta-base,SemEvalWorkshop_emo_roberta-base,Completed,0.7982,0.8241976044,0.8888907838,0.7982,0.532818377,11.0,34.4561
SemEvalWorkshop/emo,,xlm-roberta-base,SemEvalWorkshop_emo_xlm-roberta-base,Completed,0.8192,0.8413585491,0.8941946087,0.8192,0.5850031972,13.0,33.9557
SemEvalWorkshop/emo,,zhayunduo/roberta-base-stocktwits-finetuned,SemEvalWorkshop_emo_zhayunduo-roberta-base-stocktwits-finetuned,Completed,0.8008,0.8259408027,0.8871325847,0.8008,0.596494019,13.0,33.7308
mteb/banking77,,GroNLP/hateBERT,mteb_banking77_GroNLP-hateBERT,Completed,0.8985695709,0.8977455393,0.9061301396,0.8985695709,0.4307695329,17.0,21.9519
mteb/banking77,,ProsusAI/finbert,mteb_banking77_ProsusAI-finbert,Completed,0.9070221066,0.907037088,0.9117485576,0.9070221066,0.4100572467,16.0,21.9415
